-146.5595967,-53.91893624
-281.3195018,-20.03053097
-268.4199268,-455.3712068
-395.2070524,0.067218118
-282.071886,-9.383796834
-189.4855045,-8.713760304
-77.90427257,-20.94930943
-384.9039834,23.16870807
-369.2233361,-8.099715591
-246.3236497,-10.58780342
-313.2490062,31.16597314
-422.3610963,10.38901602
-281.1173153,-4.180937147
-316.5497521,-38.88243317
-363.8340046,-14.74293785
-149.7205241,26.96721992
-362.9307716,23.26703034
-376.3096276,16.15793438
-321.7466295,0.794809549
-148.7458896,-4.86553323
-285.2790267,-229.4754606
-446.7679225,1.102327961
-346.6823461,4.968333491
-469.2025344,-5.490832697
-275.692633,-693.6679965
-151.8273662,-589.6115727
-348.0332742,-1.118611697
-385.0735047,-21.31142313
-203.4072285,-45.23008092
-306.3974472,-452.2287812
-45.9040679,25.85334827
-235.6575893,49.42835545
-251.144696,-27.6561773
-120.7276982,-9.021458552
-283.7272003,2.184573003
-356.8519516,-40.57604867
-272.5512587,11.37743229
-286.862191,-402.3802149
-421.7683774,9.322155689
-394.8927973,-6.268048671
-339.0101379,21.02027676
-217.6315826,-15.26689926
-307.7321644,30.84982201
-297.4665151,20.56676748
32.24830056,-515.3034459
-491.8588796,-3.221586195
-226.1133994,-124.0110883
-278.5001774,-8.939182745
-371.1980996,-6.461810246
-343.6733279,4.446368084
